,name,day,time,statement,topics
976,Med Students for Life,3,700,"We provide a forum for pro-life medical students to express their views on abortion, euthanasia, physician-assisted suicide, etc., and seek ...","{'Academic/College', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
977,Med-Peds Interest Group,3,700,Our purpose is to provide medical students the opportunity to learn more about the Internal Medicine-Pediatrics career option and get them i...,"{'Academic/College', 'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
978,Media Literacy Club,3,700,Our purpose is to come together from all majors and specializations to educate students about social media and advertising tactics and help ...,"{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
979,Mediators Beyond Borders,3,1200,The purpose of Mediators Beyond Borders is to provide students with opportunities to partner with communities worldwide to build their confl...,"{'Columbus', 'Awareness/Activism'}"
980,Medical Careers Club,3,2100,Medical Careers Club is an organization that brings together students who are curious about the world of healthcare and the careers offered....,"{'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
981,Medical Ethics Interest Group,3,700,To educate and bring awareness on the topic of Medical Ethics to students and faculty members at The Ohio State University.,"{'Academic/College', 'Columbus'}"
982,Medical Innovations,2,1900,This club allows students of all disciplines join or create projects to benefit medicine or healthcare in some way and pursue it with the in...,"{'Academic/College', 'Special Interest', 'Columbus', 'Technology'}"
983,Medical Musketeers at The Ohio State University,3,700,"We are committed to support and enhance the self-esteem, efficacy, and ambitions of children from low-income schools and cities by deploying...","{'Special Interest', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
984,Medical Scientist Student Organization,4,1600,The MSSO is a student founded and student led organization that acts as the primary liaison to the Medical Scientist Program at the Ohio Sta...,"{'Academic/College', 'Columbus'}"
985,Medical Student Transplant Education Program and Interest Group,3,2200,"The purpose of this organization is to facilitate preventative healthcare education for kidney, pancreas, and liver transplant patients. Eve...","{'Academic/College', 'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
986,Medical Student-Physician Action Network,3,700,MS-PAN consists of medical students who are committed to advocating for progressive legislation in support of our future patients.,"{'Academic/College', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
987,Medical Students for Choice,3,700,"Medical Students for Choice (MSFC) seeks to align with the internationally recognized, non-profit organization of the same name, while concu...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
988,"Medicine, Education, and Development for Low Income Families Everywhere",3,1900,"Our mission is to help families achieve greater freedom from the constraints of poverty, empowering them to live healthier lives. Our patien...","{'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
989,Medieval and Renaissance Graduate Student Association,3,3000,Graduate students in a number of departments have formed an association for those interested in Medieval and Renaissance fields. This associ...,"{'Academic/College', 'Special Interest', 'Columbus', 'Ethnic/Cultural'}"
990,Medieval College of Saint Brutus,1,1800,"To educate our members and others about the trades, skills, and professions of our medieval ancestors through hands on learning and reenactm...","{'Academic/College', 'Special Interest', 'Columbus'}"
991,MedWish,1,1930,"Within the organization we, the Ohio State ambassadors, will spread awareness to global health issues in developing countries as well as hos...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
992,Men's Glee Club at Ohio State,3,700,The Men's Glee Club at Ohio State is a brotherhood that commits itself to enriching the lives of our communities and members through the per...,"{'Academic/College', 'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
993,Men's Health Club,3,700,"The purpose of the Men's Health Club will be to focus on all aspects of Men's Health, which includes but is not limited to: physical, mental...","{'Academic/College', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
994,Men's Powerlifting Club at The Ohio State University,3,700,The purpose of the Ohio State University Men's Powerlifting Club is to provide the ability for male students to become as strong as physical...,"{'Special Interest', 'Columbus', 'Sports and Recreation'}"
995,Mendoza-Norton-Scott & Blackburn-Haverfield Community Council,3,2000,"The purpose of MNS & B-HAV C.C. is to provide for the social, recreational, informational, educational, diversity, wellness and community-bu...","{'Special Interest', 'Columbus', 'Governance Organizations'}"
996,Mental Health Matters,2,1900,"Our mission is to #EndTheStigma surrounding mental health through our
pillars of awareness, education, and celebration to facilitate an envi...","{'Community Service/Service Learning', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
997,Mentor ME at The Ohio State University College of Medicine,3,700,"To provide longitudinal support, advice, and exposure to underrepresented high school students interested in medical careers through medical...","{'Academic/College', 'Columbus', 'Community Service/Service Learning'}"
998,MeshugaNotes,0,1200,"The MeshugaNotes is Ohio State's first and only co-ed Jewish acappella singing group. We are devoted to learning, arranging, and performing ...","{'Ethnic/Cultural', 'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
999,Meteorology Club at The Ohio State University,3,700,The purpose of the Meteorology Club is to create enthusiasm for the various fields in meteorology through meetings and seminars held through...,"{'Journalism', 'Special Interest', 'Columbus', 'Media', 'Academic/College', 'and Creative Writing'}"
1000,Microbial Infection and Immunity Graduate Student Society,3,1200,MIIGSS strives to promote excellence in graduate research within the OSUCOM Department of Microbial Infection and Immunity by facilitating c...,"{'Academic/College', 'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1001,Middle East Studies Club,3,700,To foster fellowship among all people with a common interest in the Middle East region and be a platform for cross-cultural exchange and str...,"{'Columbus', 'Awareness/Activism'}"
1002,Middle Eastern and North African Students in Medicine,3,700,The purpose of Middle Eastern and North African Students in Medicine is two-fold: 1) to create more inclusive and welcoming spaces to suppor...,"{'Community Service/Service Learning', 'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1003,Middle Eastern Law Students Association,3,700,The Middle Eastern Law Student Association at Moritz works with the primary goal of fostering an inclusive environment for students of Middl...,"{'Ethnic/Cultural', 'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1004,Midwest Asian American Students Union Planning Committee,2,2030,MAASU Planning Committee is an organization dedicated to serving the Asian American community by providing leadership opportunities and work...,"{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1005,Midwestern Citizen at The Ohio State University,3,700,"Midwestern Citizen is a nonpartisan undergraduate opinion publication present at universities across the Midwest, the Great Plains, and adja...","{'Journalism', 'Columbus', 'Media', 'Academic/College', 'and Creative Writing'}"
1006,Military Medicine Interest Group,3,2200,"The purpose of MMIG is to provide support and information for medical students moving toward a career as a military physician in any branch,...","{'Academic/College', 'Columbus'}"
1007,Mindfulness In Law Society,3,700,"The mission of the Mindfulness in Law Society is to help promote well-being and alleviate suffering in the legal profession, nationally and ...","{'Academic/College', 'Special Interest', 'Columbus'}"
1008,Mindfulness Meditation Interest Group,5,2100,The purpose of the Mindfulness Meditation Interest Group is to provide an atmosphere conducive to furthering the practice and learning of mi...,"{'Special Interest', 'Columbus', 'Religious/Spiritual'}"
